Investor,Update,Ticker,Action,Purchased Price,Current Price
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,ST ,Add 17.66%,44.99,41.86
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,GNRC ,Add 34.90%,149.14,115.45
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,DIS ,Add 10.26%,89.28,86.75
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,ABM ,Add 18.22%,42.65,45.80
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,CSCO ,Reduce 4.59%,51.74,52.66
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,IVZ ,Add 12.01%,16.81,16.35
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,KLIC ,Reduce 5.52%,59.45,58.17
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,JNJ , ,165.52,169.77
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,IFF ,Add 36.67%,79.59,83.04
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,CMI ,Add 23.81%,245.15,263.54
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,SSNC , ,60.60,56.75
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,CVS ,Add 16.95%,69.13,76.34
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,GM ,Add 9.50%,38.56,37.53
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,DGX ,Add 20.00%,140.56,134.17
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,DAL ,Reduce 24.96%,47.54,44.94
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,DENN ,Reduce 5.92%,12.32,10.40
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,CARR ,Add 10.43%,49.71,58.86
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,REYN , ,28.25,27.79
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,EBAY ,Reduce 6.16%,44.69,43.63
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,CFG ,Add 5.82%,26.08,31.09
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,MDT , ,88.10,85.56
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,CTVA ,Add 20.97%,57.30,56.01
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,WFC ,Add 1.00%,42.68,44.98
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,UPS ,Add 2.17%,179.26,183.70
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,MHK ,Reduce 27.03%,103.16,106.86
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,CMCSA ,Reduce 12.00%,41.55,45.16
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,BAX ,Reduce 27.53%,45.56,43.92
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,CBRE , ,80.71,83.48
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,DIN ,Reduce 7.33%,58.03,59.15
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,SLB ,Add 74.19%,49.12,57.44
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,BDX ,Reduce 9.09%,264.00,276.76
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,USB ,Add 12.15%,33.04,38.22
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,WCC ,Reduce 26.04%,179.05,181.20
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,WRK ,Reduce 19.00%,29.07,32.94
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,LHX ,Add 15.48%,195.78,186.76
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,FITB ,Add 6.45%,26.21,28.24
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,GS , ,322.55,352.12
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,KFY ,Add 33.91%,49.54,52.54
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,GLW ,Add 2.39%,35.04,33.93
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,TPR ,Add 4.88%,42.80,42.12
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,GOOG ,Reduce 46.43%,120.97,128.82
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,RTX ,Reduce 5.19%,97.96,86.00
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,DE ,Add 105.88%,405.20,432.96
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,UNH ,Add 31.82%,480.62,504.69
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,ZBH ,Reduce 14.55%,145.60,128.53
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,AXP ,Add 25.81%,174.21,166.87
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,JLL ,Reduce 31.23%,155.79,165.10
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,WGO ,Reduce 27.14%,66.69,68.83
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,AVTR ,Add 117.02%,20.54,21.00
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,AXTA ,Reduce 13.90%,32.81,29.38
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,LKQ , ,58.27,55.17
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,CBRL ,Add 20.96%,93.18,92.76
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,OMC ,Reduce 6.06%,95.15,83.11
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,V ,Reduce 3.92%,237.47,237.94
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,WTW ,Add 2.13%,235.50,212.99
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,FDX ,Reduce 15.09%,247.91,265.96
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,INTC ,Reduce 34.26%,33.44,34.55
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,TGT ,Buy ,131.90,133.29
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,PB , ,56.48,62.84
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,TRV ,Add 5.26%,173.67,170.90
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,KMB ,Reduce 19.56%,138.07,129.55
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,META ,Reduce 36.54%,286.97,314.46
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,TXN ,Add 1.92%,180.04,172.67
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,LUV ,Reduce 45.11%,36.21,33.36
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,FIS ,Reduce 39.64%,54.70,60.19
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,DOV ,Add 50.00%,147.67,143.57
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,EFX , ,235.32,201.28
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,MSFT ,Reduce 50.00%,340.54,328.21
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,MA ,Reduce 8.33%,393.27,390.80
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,HOLX ,Reduce 5.36%,80.96,75.90
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,BRK.B , ,341.00,351.13
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,FTV , ,74.77,78.16
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,HRL , ,40.21,41.40
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,SPGI , ,400.94,395.06
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,UHS ,Reduce 30.00%,157.76,137.42
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,AAPL ,Reduce 52.78%,193.94,192.81
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,BLBD ,Add 23.73%,22.48,20.33
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,MMC , ,188.06,190.64
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,EMN ,Reduce 48.63%,83.73,84.95
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,MCO ,Reduce 10.00%,347.67,343.39
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,CENTA ,Add 3.66%,36.46,37.96
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,SWK ,Reduce 56.00%,93.70,102.50
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,GTES , ,13.48,13.52
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,MCD , ,298.40,290.09
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,PBH , ,59.43,65.79
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,IART ,Add 53.33%,41.13,44.35
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,JOUT ,Reduce 10.42%,61.44,57.46
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,SHYF ,Add 10.09%,22.06,15.54
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,BRC , ,47.56,50.99
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,MLR ,Reduce 3.08%,35.48,37.45
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,VSH ,Reduce 39.34%,29.41,27.80
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,HOMB ,Reduce 2.15%,22.80,24.22
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,FHB ,Add 31.33%,18.01,20.29
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,KTB ,Add 2.22%,42.11,40.61
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,GHM ,Reduce 2.99%,13.28,14.06
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,CWK ,Reduce 69.78%,8.18,10.02
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,TKR ,Reduce 8.82%,91.55,92.13
Robert Olstein - Olstein Capital Management , 27 Jul 2023 ,WNC ,Reduce 3.77%,25.65,23.47
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,BRK.A , ,517816.67,532668.85
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,SAFRY ,Reduce 10.48%,156.51,40.35
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,GOOGL , ,119.70,128.49
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,NSRGY , ,120.35,121.89
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,NWLI , ,415.57,428.10
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,TTE , ,57.33,58.30
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,WFC , ,42.68,44.98
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,HKHHF , ,86.90,81.16
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,JNJ , ,165.52,169.77
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,DEO , ,173.48,173.56
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,SZCRF , ,29.34,28.30
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,CNHI , ,14.41,14.47
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,DHLGY , ,48.80,48.81
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,AZO , ,2493.46,2445.47
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,FDX , ,247.90,265.96
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,FSNUF , ,27.68,32.00
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,UOVEY , ,20.69,45.15
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,IONS , ,41.03,40.37
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,RHHVF , ,305.69,304.81
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,RUBSF ,Add 75.82%,24.26,25.33
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,VRTX ,Reduce 19.45%,351.90,356.36
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,TBABF , ,24.20,25.98
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,TLPFF ,Buy ,167.41,140.30
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,KOF , ,83.31,82.75
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,BAESF , ,11.78,11.90
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,HUSQF , ,9.04,9.76
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,NVS , ,100.59,102.88
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,CNXC , ,80.76,82.14
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,FMC , ,104.35,93.53
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,003550.KS , ,66.78,
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,RNMBF ,Reduce 30.09%,273.62,282.63
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,ALV , ,85.03,100.81
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,SKFRY , ,17.37,18.79
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,UHAL ,Buy ,50.67,58.86
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,SEE ,Buy ,40.00,44.94
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,BZZUY , ,25.03,15.04
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,TFC , ,30.35,32.28
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,BIDU , ,16.95,146.93
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,KRNNF ,Reduce 31.26%,121.22,123.00
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,SOHVY , ,23.78,5.65
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,BK , ,44.52,45.04
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,WIPKF , ,31.14,30.86
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,6268.T , ,21.86,
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,EPD , ,26.35,26.59
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,MHSDF , ,2.31,2.52
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,INCPY , ,9.89,8.62
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,NOEJ.DE , ,18.46,
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,KBCSF , ,69.73,72.90
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,KEMIRA.HE , ,15.92,
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,THO , ,103.48,115.91
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,SSNLF , ,54.79,40.60
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,KURRY , ,9.67,29.22
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,BAC , ,28.69,31.13
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,ZFSVF , ,474.88,473.70
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,4182.T ,Add 98.00%,14.46,
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,9715.T , ,24.66,
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,CCC.L ,Buy ,29.12,
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,DNTUY ,Buy ,32.61,33.15
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,HWDN.L , ,8.17,
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,GOOG , ,120.97,128.82
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,UBSFF ,Buy ,28.23,33.13
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,UNPSF , ,0.84,0.84
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,HI6.F , ,2.33,
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,TKFTF , ,12.05,12.00
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,JSG.L , ,1.31,
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,ALGGF , ,0.24,0.25
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,DLLFF , ,0.45,0.42
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,LSDAF , ,79.01,88.33
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,GFTU.L ,Add 8.56%,9.94,
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,AN3.F , ,157.45,
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,NHNKF , ,26.58,21.54
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,4368.T , ,31.14,
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,4401.T , ,18.93,
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,PARA , ,15.91,15.84
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,0116.HK , ,1.11,
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,BNTGF , ,77.92,75.30
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,FAGR.BR , ,16.82,
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,6250.T , ,10.77,
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,AALBF ,Buy ,42.03,43.62
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,1979.T , ,28.37,
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,9934.T , ,22.65,
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,005180.KS , ,36.07,
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,WHGRF , ,0.53,0.52
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,5122.T , ,27.00,
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,0590.HK , ,2.56,
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,7864.T , ,10.50,
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,383800.KS ,Buy ,6.00,
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,900925.SS , ,1.11,
Tweedy Browne Co. - Tweedy Browne Value Fund , 21 Jul 2023 ,JELCF ,Buy ,1.33,1.43
Wallace Weitz - Weitz Value Fund , 20 Jul 2023 ,GOOG ,Reduce 7.48%,120.97,128.82
Wallace Weitz - Weitz Value Fund , 20 Jul 2023 ,CSGP , ,89.00,82.33
Wallace Weitz - Weitz Value Fund , 20 Jul 2023 ,ADI , ,194.81,193.31
Wallace Weitz - Weitz Value Fund , 20 Jul 2023 ,V , ,237.48,237.94
Wallace Weitz - Weitz Value Fund , 20 Jul 2023 ,VMC ,Reduce 12.50%,225.44,224.12
Wallace Weitz - Weitz Value Fund , 20 Jul 2023 ,BRK.B , ,341.00,351.13
Wallace Weitz - Weitz Value Fund , 20 Jul 2023 ,MA , ,393.31,390.80
Wallace Weitz - Weitz Value Fund , 20 Jul 2023 ,META ,Reduce 45.56%,286.98,314.46
Wallace Weitz - Weitz Value Fund , 20 Jul 2023 ,DHR ,Add 7.41%,240.00,257.38
Wallace Weitz - Weitz Value Fund , 20 Jul 2023 ,TMO ,Add 8.33%,521.75,552.68
Wallace Weitz - Weitz Value Fund , 20 Jul 2023 ,IT , ,350.31,339.23
Wallace Weitz - Weitz Value Fund , 20 Jul 2023 ,AMZN ,Add 20.00%,130.36,128.53
Wallace Weitz - Weitz Value Fund , 20 Jul 2023 ,ORCL ,Reduce 37.50%,119.09,115.69
Wallace Weitz - Weitz Value Fund , 20 Jul 2023 ,ADBE ,Reduce 7.69%,488.98,530.98
Wallace Weitz - Weitz Value Fund , 20 Jul 2023 ,LBRDK , ,80.11,91.91
Wallace Weitz - Weitz Value Fund , 20 Jul 2023 ,AON , ,345.20,323.73
Wallace Weitz - Weitz Value Fund , 20 Jul 2023 ,ACN , ,308.58,319.14
Wallace Weitz - Weitz Value Fund , 20 Jul 2023 ,ROP , ,480.80,492.05
Wallace Weitz - Weitz Value Fund , 20 Jul 2023 ,CRM ,Reduce 10.71%,211.26,221.36
Wallace Weitz - Weitz Value Fund , 20 Jul 2023 ,SPGI , ,400.89,395.06
Wallace Weitz - Weitz Value Fund , 20 Jul 2023 ,LH , ,241.33,214.67
Wallace Weitz - Weitz Value Fund , 20 Jul 2023 ,LSXMK , ,32.73,32.72
Wallace Weitz - Weitz Value Fund , 20 Jul 2023 ,KMX ,Reduce 2.03%,83.70,82.93
Wallace Weitz - Weitz Value Fund , 20 Jul 2023 ,LIN , ,381.08,385.18
Wallace Weitz - Weitz Value Fund , 20 Jul 2023 ,FIS ,Add 116.67%,54.70,60.19
Wallace Weitz - Weitz Value Fund , 20 Jul 2023 ,CHTR ,Buy ,367.38,421.64
Torray Funds , 20 Jul 2023 ,GOOGL ,Reduce 1.71%,119.70,128.49
Torray Funds , 20 Jul 2023 ,BRK.B , ,341.00,351.13
Torray Funds , 20 Jul 2023 ,FI ,Reduce 0.56%,126.15,125.04
Torray Funds , 20 Jul 2023 ,MMC , ,188.08,190.64
Torray Funds , 20 Jul 2023 ,JPM ,Add 0.55%,145.44,155.46
Torray Funds , 20 Jul 2023 ,HD ,Add 15.54%,310.64,328.74
Torray Funds , 20 Jul 2023 ,MSFT ,Reduce 1.49%,340.55,328.21
Torray Funds , 20 Jul 2023 ,TROW ,Add 20.98%,112.02,118.44
Torray Funds , 20 Jul 2023 ,ETN , ,201.10,219.81
Torray Funds , 20 Jul 2023 ,MO ,Add 0.15%,45.30,44.63
Torray Funds , 20 Jul 2023 ,EOG ,Add 21.38%,114.44,130.41
Torray Funds , 20 Jul 2023 ,PSX ,Add 12.69%,95.38,109.41
Torray Funds , 20 Jul 2023 ,QCOM ,Add 18.67%,119.04,130.02
Torray Funds , 20 Jul 2023 ,UNH ,Add 0.73%,480.63,504.69
Torray Funds , 20 Jul 2023 ,AXP , ,174.20,166.87
Torray Funds , 20 Jul 2023 ,JNJ , ,165.52,169.77
Torray Funds , 20 Jul 2023 ,RPRX ,Add 201.68%,30.74,30.68
Torray Funds , 20 Jul 2023 ,AAPL ,Reduce 9.20%,193.96,192.81
Torray Funds , 20 Jul 2023 ,LEN.B , ,112.98,114.15
Torray Funds , 20 Jul 2023 ,GD , ,215.16,225.73
Torray Funds , 20 Jul 2023 ,HON , ,207.50,193.56
Torray Funds , 20 Jul 2023 ,TXN , ,180.02,172.67
Torray Funds , 20 Jul 2023 ,AMAT , ,144.54,148.12
Torray Funds , 20 Jul 2023 ,AMZN ,Reduce 2.83%,130.36,128.53
Torray Funds , 20 Jul 2023 ,CB , ,192.55,205.89
Torray Funds , 20 Jul 2023 ,GM , ,38.56,37.53
Torray Funds , 20 Jul 2023 ,SLB , ,49.12,57.44
Torray Funds , 20 Jul 2023 ,WRB ,Buy ,59.56,62.59
Torray Funds , 20 Jul 2023 ,KHC , ,35.50,36.24
Torray Funds , 20 Jul 2023 ,ORLY ,Reduce 0.23%,955.30,921.36
Torray Funds , 20 Jul 2023 ,CPRT ,Reduce 8.39%,91.21,88.36
Torray Funds , 20 Jul 2023 ,ADBE ,Reduce 1.26%,489.00,530.98
Torray Funds , 20 Jul 2023 ,NOW ,Reduce 1.27%,561.96,564.70
Torray Funds , 20 Jul 2023 ,V ,Reduce 1.97%,237.47,237.94
Torray Funds , 20 Jul 2023 ,AVGO ,Add 44.94%,867.43,899.39
Torray Funds , 20 Jul 2023 ,COO ,Reduce 0.01%,383.41,389.10
Torray Funds , 20 Jul 2023 ,VRSK ,Reduce 5.40%,226.03,229.94
Torray Funds , 20 Jul 2023 ,CNSWF ,Reduce 4.16%,2082.65,2084.79
Torray Funds , 20 Jul 2023 ,APH ,Reduce 1.98%,84.95,88.49
Torray Funds , 20 Jul 2023 ,KLAC ,Reduce 2.47%,485.01,499.77
Torray Funds , 20 Jul 2023 ,AMT ,Add 0.76%,193.93,190.57
Torray Funds , 20 Jul 2023 ,IDXX ,Reduce 3.43%,502.25,511.79
Torray Funds , 20 Jul 2023 ,POOL ,Add 11.49%,374.65,378.96
Torray Funds , 20 Jul 2023 ,DHR ,Add 1.29%,239.99,257.38
Torray Funds , 20 Jul 2023 ,AJG ,Add 2.45%,219.58,221.81
Torray Funds , 20 Jul 2023 ,SHW ,Reduce 0.36%,265.53,278.35
Torray Funds , 20 Jul 2023 ,ACN ,Add 0.45%,308.58,319.14
Torray Funds , 20 Jul 2023 ,TYL ,Reduce 1.34%,416.49,389.37
